"","Gender","Age","Education_level","Employment_status","Income_group","Country","Household_members_number","Number_vehicles_household","Leisure_trips_number","Plan_to_purchase_vehicle","buy_electric"
"15949","M",36,"Upper secondary (high school)","Unemployed","lower middle","Cyprus","three",1,2,"No",FALSE
"15950","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","one (myself)",1,10,"Yes, in the next 12 months",TRUE
"15951","F",47,"Primary (elementary school)","Unemployed","low","Cyprus","one (myself)",1,0,"Don’t know/no answer",FALSE
"15952","F",33,"Tertiary and higher (University degree or PhD)","Unemployed","middle","Cyprus","two",1,1,"Yes, in the next 2 years",TRUE
"15953","M",33,"Upper secondary (high school)","Full time employed","middle","Cyprus","four",3,0,"Yes, in the next 12 months",TRUE
"15954","F",27,"Upper secondary (high school)","Other","lower middle","Cyprus","two",1,4,"Yes, in the next 12 months",TRUE
"15955","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","three",1,1,"Yes, in the next 12 months",FALSE
"15956","F",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","three",1,0,"Yes, in the next 12 months",FALSE
"15957","F",30,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",1,2,"Yes, in the next 6 months",TRUE
"15958","F",35,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",1,5,"Yes, in the next 6 months",TRUE
"15959","M",33,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","three",1,2,"Yes, in the next 6 months",TRUE
"15960","M",34,"Primary (elementary school)","Full time employed","higher middle","Cyprus","two",2,2,"Yes, in the next 2 years",FALSE
"15961","F",44,"Upper secondary (high school)","Full time employed","middle","Cyprus","one (myself)",1,1,"No",TRUE
"15962","M",36,"Tertiary and higher (University degree or PhD)","Unemployed","middle","Cyprus","one (myself)",1,0,"No",TRUE
"15963","F",47,"Lower secondary (upper elementary school)","Unemployed","middle","Cyprus","four",1,1,"No",FALSE
"15964","M",24,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","one (myself)",1,1,"Don’t know/no answer",FALSE
"15965","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","two",1,1,"No",TRUE
"15966","F",34,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","five",2,0,"Yes, in the next 2 years",TRUE
"15967","M",34,"Upper secondary (high school)","Full time employed","middle","Cyprus","three",1,0,"Yes, in the next 2 years",TRUE
"15968","F",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",1,1,"No",TRUE
"15969","F",32,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",1,8,"Yes, in the next 6 months",TRUE
"15970","F",46,"Tertiary and higher (University degree or PhD)","Other","middle","Cyprus","two",1,0,"No",TRUE
"15971","F",38,"Tertiary and higher (University degree or PhD)","Unemployed","lower middle","Cyprus","three",2,1,"Yes, in the next 12 months",FALSE
"15972","M",33,"Upper secondary (high school)","Other","low","Cyprus","two",1,0,"Yes, in the next 2 years",FALSE
"15973","F",46,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",3,4,"Yes, in the next 2 years",FALSE
"15974","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","two",0,1,"No",TRUE
"15975","M",46,"Upper secondary (high school)","Full time employed","middle","Cyprus","three",2,1,"Yes, in the next 12 months",TRUE
"15976","F",21,"Upper secondary (high school)","Full time employed","high","Cyprus","two",4,2,"Yes, in the next 6 months",FALSE
"15977","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","three",1,1,"Yes, in the next 6 months",TRUE
"15978","M",33,"Upper secondary (high school)","Full time employed","middle","Cyprus","four",1,5,"Yes, in the next 2 years",TRUE
"15979","M",39,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","two",1,2,"Yes, in the next 6 months",TRUE
"15980","M",32,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","three",2,15,"Yes, in the next 6 months",FALSE
"15981","M",37,"Upper secondary (high school)","Full time employed","lower middle","Cyprus","one (myself)",1,6,"No",TRUE
"15982","M",46,"Tertiary and higher (University degree or PhD)","Unemployed","middle","Cyprus","four",1,0,"No",FALSE
"15983","M",33,"Tertiary and higher (University degree or PhD)","Studying","low","Cyprus","one (myself)",0,0,"Yes, in the next 2 years",FALSE
"15984","F",30,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","three",2,40,"Yes, in the next 2 years",FALSE
"15985","M",21,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","two",1,2,"Yes, in the next 12 months",TRUE
"15986","M",45,"Upper secondary (high school)","Full time employed","low","Cyprus","one (myself)",1,0,"Yes, in the next 12 months",FALSE
"15987","F",47,"Primary (elementary school)","Retired","low","Cyprus","one (myself)",0,0,"Don’t know/no answer",FALSE
"15988","F",27,"Upper secondary (high school)","Full time employed","middle","Cyprus","one (myself)",1,1,"No",FALSE
"15989","M",30,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",2,4,"Yes, in the next 12 months",FALSE
"15990","M",19,"Upper secondary (high school)","Studying","middle","Cyprus","four",2,2,"Yes, in the next 12 months",TRUE
"15991","M",30,"Tertiary and higher (University degree or PhD)","Full time employed","high","Cyprus","one (myself)",2,1,"Yes, in the next 12 months",TRUE
"15992","F",18,"Upper secondary (high school)","Studying","middle","Cyprus","five",3,0,"Yes, in the next 12 months",TRUE
"15993","M",26,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","three",2,1,"Yes, in the next 2 years",TRUE
"15994","F",36,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","three",2,1,"Yes, in the next 12 months",TRUE
"15995","M",28,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","four",2,1,"Yes, in the next 6 months",TRUE
"15996","M",28,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","one (myself)",2,6,"Yes, in the next 6 months",TRUE
"15997","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","high","Cyprus","five",3,1,"Yes, in the next 6 months",TRUE
"15998","F",28,"Upper secondary (high school)","Full time employed","middle","Cyprus","one (myself)",1,0,"Don’t know/no answer",FALSE
"15999","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","low","Cyprus","two",0,2,"No",TRUE
"16000","M",22,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","two",1,1,"Yes, in the next 2 years",FALSE
"16001","F",22,"Upper secondary (high school)","Part time employed","middle","Cyprus","one (myself)",1,0,"No",FALSE
"16002","M",27,"Tertiary and higher (University degree or PhD)","Full time employed","high","Cyprus","four",2,4,"Yes, in the next 12 months",FALSE
"16003","F",25,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Cyprus","one (myself)",0,2,"Yes, in the next 12 months",FALSE
"16004","F",24,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","three",1,0,"Yes, in the next 2 years",FALSE
"16005","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","one (myself)",1,2,"Yes, in the next 12 months",TRUE
"16006","M",28,"Upper secondary (high school)","Full time employed","middle","Cyprus","one (myself)",2,1,"Yes, in the next 6 months",TRUE
"16007","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","one (myself)",1,0,"Yes, in the next 2 years",TRUE
"16008","F",26,"Tertiary and higher (University degree or PhD)","Studying","middle","Cyprus","two",0,1,"Don’t know/no answer",TRUE
"16009","F",25,"Upper secondary (high school)","Part time employed","middle","Cyprus","four",3,12,"Don’t know/no answer",FALSE
"16010","F",23,"Upper secondary (high school)","Studying","lower middle","Cyprus","four",1,0,"Don’t know/no answer",TRUE
"16011","M",40,"Upper secondary (high school)","Unemployed","low","Cyprus","one (myself)",1,0,"No",FALSE
"16012","M",45,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",1,10,"Yes, in the next 12 months",TRUE
"16013","F",56,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","two",2,2,"Yes, in the next 2 years",FALSE
"16014","M",62,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","two",1,2,"No",TRUE
"16015","M",63,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","two",3,2,"Yes, in the next 2 years",TRUE
"16016","M",53,"Tertiary and higher (University degree or PhD)","Unemployed","middle","Cyprus","one (myself)",0,0,"No",FALSE
"16017","M",61,"Tertiary and higher (University degree or PhD)","Part time employed","higher middle","Cyprus","two",2,6,"No",FALSE
"16018","F",53,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","two",2,5,"Don’t know/no answer",TRUE
"16019","F",57,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Cyprus","one (myself)",0,0,"No",FALSE
"16020","M",46,"Lower secondary (upper elementary school)","Part time employed","lower middle","Cyprus","two",2,0,"Don’t know/no answer",FALSE
"16021","M",56,"Upper secondary (high school)","Full time employed","middle","Cyprus","two",1,0,"No",TRUE
"16022","M",62,"Tertiary and higher (University degree or PhD)","Retired","higher middle","Cyprus","two",2,25,"No",TRUE
"16023","M",49,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","five",2,8,"Yes, in the next 2 years",FALSE
"16024","F",45,"Upper secondary (high school)","Full time employed","middle","Cyprus","one (myself)",0,0,"No",FALSE
"16025","M",63,"Upper secondary (high school)","Full time employed","lower middle","Cyprus","one (myself)",1,0,"No",TRUE
"16026","M",65,"Tertiary and higher (University degree or PhD)","Retired","middle","Cyprus","two",2,2,"No",TRUE
"16027","M",64,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Cyprus","three",0,0,"No",TRUE
"16028","M",55,"Primary (elementary school)","Full time employed","higher middle","Cyprus","three",3,0,"Yes, in the next 12 months",FALSE
"16029","F",24,"Tertiary and higher (University degree or PhD)","Studying","middle","Cyprus","more than five",2,3,"No",FALSE
"16030","F",60,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","one (myself)",1,3,"Yes, in the next 2 years",TRUE
"16031","F",51,"Upper secondary (high school)","Retired","middle","Cyprus","five",2,0,"No",FALSE
"16032","F",49,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Cyprus","three",2,2,"Yes, in the next 12 months",TRUE
"16033","F",48,"Upper secondary (high school)","Full time employed","lower middle","Cyprus","two",2,0,"No",FALSE
"16034","M",59,"Upper secondary (high school)","Full time employed","higher middle","Cyprus","two",1,0,"No",FALSE
"16035","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Cyprus","four",1,3,"Yes, in the next 2 years",TRUE
"16036","M",29,"Tertiary and higher (University degree or PhD)","Studying","low","Cyprus","one (myself)",1,3,"No",FALSE
"16037","M",50,"Upper secondary (high school)","Other","lower middle","Hungary","two",0,5,"No",TRUE
"16038","M",18,"Upper secondary (high school)","Full time employed","middle","Hungary","two",1,0,"Yes, in the next 2 years",TRUE
"16039","M",47,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","two",0,1,"Don’t know/no answer",TRUE
"16040","M",62,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",2,1,"Yes, in the next 2 years",FALSE
"16041","F",38,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",1,0,"No",FALSE
"16042","M",39,"Tertiary and higher (University degree or PhD)","Full time employed","high","Hungary","two",1,1,"Yes, in the next 6 months",TRUE
"16043","M",55,"Upper secondary (high school)","Full time employed","middle","Hungary","three",1,0,"Don’t know/no answer",FALSE
"16044","F",27,"Tertiary and higher (University degree or PhD)","Full time employed","I prefer not to answer","Hungary","two",2,0,"No",FALSE
"16045","F",61,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",3,0,"No",FALSE
"16046","M",63,"Upper secondary (high school)","Part time employed","lower middle","Hungary","two",1,0,"Don’t know/no answer",TRUE
"16047","M",36,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",1,1,"Yes, in the next 2 years",FALSE
"16048","M",47,"Upper secondary (high school)","Full time employed","middle","Hungary","three",1,1,"Don’t know/no answer",FALSE
"16049","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",2,3,"Yes, in the next 12 months",FALSE
"16050","F",62,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","one (myself)",1,1,"No",FALSE
"16051","F",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",3,0,"Don’t know/no answer",TRUE
"16052","M",64,"Upper secondary (high school)","Full time employed","middle","Hungary","four",2,2,"Yes, in the next 12 months",TRUE
"16053","M",53,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","one (myself)",0,0,"No",TRUE
"16054","F",53,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",1,0,"Yes, in the next 2 years",TRUE
"16055","F",40,"Upper secondary (high school)","Part time employed","lower middle","Hungary","four",1,1,"No",FALSE
"16056","M",61,"Lower secondary (upper elementary school)","Full time employed","lower middle","Hungary","one (myself)",1,0,"No",TRUE
"16057","M",29,"Upper secondary (high school)","Full time employed","middle","Hungary","four",2,0,"Yes, in the next 6 months",FALSE
"16058","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","three",2,2,"Yes, in the next 6 months",TRUE
"16059","F",32,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",2,0,"Yes, in the next 12 months",FALSE
"16060","F",24,"Tertiary and higher (University degree or PhD)","Full time employed","low","Hungary","two",1,12,"No",TRUE
"16061","M",46,"Upper secondary (high school)","Full time employed","middle","Hungary","four",2,2,"Yes, in the next 6 months",FALSE
"16062","M",59,"Tertiary and higher (University degree or PhD)","Part time employed","low","Hungary","two",1,0,"Yes, in the next 2 years",FALSE
"16063","M",35,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","three",1,3,"No",TRUE
"16064","M",64,"Upper secondary (high school)","Full time employed","middle","Hungary","two",1,1,"Yes, in the next 2 years",FALSE
"16065","F",26,"Upper secondary (high school)","Full time employed","low","Hungary","one (myself)",1,2,"Yes, in the next 2 years",FALSE
"16066","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","three",1,2,"No",FALSE
"16067","M",58,"Upper secondary (high school)","Retired","middle","Hungary","one (myself)",1,0,"Yes, in the next 2 years",TRUE
"16068","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,5,"No",FALSE
"16069","F",48,"Lower secondary (upper elementary school)","Other","middle","Hungary","three",2,3,"Yes, in the next 2 years",TRUE
"16070","M",53,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","three",2,1,"Yes, in the next 2 years",FALSE
"16071","F",38,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","three",2,1,"No",FALSE
"16072","F",34,"Upper secondary (high school)","Part time employed","middle","Hungary","four",1,4,"Yes, in the next 2 years",FALSE
"16073","F",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",1,0,"Yes, in the next 2 years",FALSE
"16074","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",1,1,"No",TRUE
"16075","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","two",1,2,"Yes, in the next 2 years",FALSE
"16076","M",42,"Upper secondary (high school)","Full time employed","lower middle","Hungary","four",1,2,"No",FALSE
"16077","F",50,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","two",1,1,"Yes, in the next 2 years",TRUE
"16078","F",56,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","three",2,0,"Yes, in the next 12 months",FALSE
"16079","F",53,"Tertiary and higher (University degree or PhD)","Studying","middle","Hungary","two",2,2,"No",TRUE
"16080","F",51,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","one (myself)",1,5,"Yes, in the next 2 years",FALSE
"16081","M",51,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","one (myself)",1,2,"Yes, in the next 2 years",TRUE
"16082","F",52,"Tertiary and higher (University degree or PhD)","Full time employed","I prefer not to answer","Hungary","two",1,0,"Don’t know/no answer",TRUE
"16083","M",36,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","five",3,1,"No",TRUE
"16084","F",38,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","five",2,0,"No",TRUE
"16085","M",42,"Upper secondary (high school)","Full time employed","middle","Hungary","four",1,0,"No",TRUE
"16086","M",45,"Upper secondary (high school)","Full time employed","middle","Hungary","four",3,1,"Yes, in the next 12 months",TRUE
"16087","F",40,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","two",1,1,"No",TRUE
"16088","M",54,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",3,8,"Yes, in the next 6 months",FALSE
"16089","F",47,"Upper secondary (high school)","Part time employed","I prefer not to answer","Hungary","one (myself)",1,0,"Don’t know/no answer",FALSE
"16090","M",55,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",1,0,"No",TRUE
"16091","F",63,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",1,0,"Yes, in the next 2 years",TRUE
"16092","F",27,"Upper secondary (high school)","Full time employed","high","Hungary","one (myself)",1,1,"Yes, in the next 6 months",FALSE
"16093","F",60,"Tertiary and higher (University degree or PhD)","Retired","middle","Hungary","three",3,0,"No",TRUE
"16094","F",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",2,0,"No",FALSE
"16095","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",0,1,"No",FALSE
"16096","F",35,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","one (myself)",1,0,"Don’t know/no answer",TRUE
"16097","M",53,"Tertiary and higher (University degree or PhD)","Part time employed","higher middle","Hungary","two",1,2,"No",TRUE
"16098","F",28,"Tertiary and higher (University degree or PhD)","Part time employed","I prefer not to answer","Hungary","two",0,2,"No",FALSE
"16099","F",51,"Upper secondary (high school)","Part time employed","middle","Hungary","five",2,0,"Yes, in the next 6 months",FALSE
"16100","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",1,2,"Yes, in the next 2 years",TRUE
"16101","M",35,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","five",1,20,"Yes, in the next 12 months",TRUE
"16102","F",54,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","four",3,1,"Don’t know/no answer",FALSE
"16103","F",65,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","one (myself)",1,5,"Yes, in the next 2 years",FALSE
"16104","F",35,"Tertiary and higher (University degree or PhD)","Part time employed","higher middle","Hungary","four",1,1,"No",TRUE
"16105","F",35,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","three",1,1,"Yes, in the next 2 years",FALSE
"16106","F",32,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","three",1,0,"No",FALSE
"16107","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",1,4,"No",FALSE
"16108","M",59,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","three",1,2,"Don’t know/no answer",TRUE
"16109","F",45,"Upper secondary (high school)","Part time employed","middle","Hungary","four",2,1,"Yes, in the next 2 years",FALSE
"16110","M",36,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","four",1,2,"Yes, in the next 6 months",TRUE
"16111","M",62,"Upper secondary (high school)","Full time employed","lower middle","Hungary","one (myself)",1,0,"Don’t know/no answer",FALSE
"16112","F",25,"Upper secondary (high school)","Full time employed","middle","Hungary","three",1,0,"Yes, in the next 2 years",FALSE
"16113","M",26,"Tertiary and higher (University degree or PhD)","Full time employed","I prefer not to answer","Hungary","one (myself)",1,0,"No",FALSE
"16114","F",63,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,8,"Yes, in the next 12 months",FALSE
"16115","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",1,0,"Yes, in the next 2 years",TRUE
"16116","F",36,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","two",1,2,"Yes, in the next 2 years",FALSE
"16117","M",39,"Upper secondary (high school)","Other","low","Hungary","two",2,1,"No",FALSE
"16118","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",1,0,"No",FALSE
"16119","F",38,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","four",2,8,"Yes, in the next 12 months",TRUE
"16120","M",42,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","one (myself)",2,5,"Yes, in the next 12 months",FALSE
"16121","F",44,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","four",1,4,"Yes, in the next 6 months",TRUE
"16122","F",48,"Upper secondary (high school)","Part time employed","lower middle","Hungary","two",1,0,"No",FALSE
"16123","F",55,"Tertiary and higher (University degree or PhD)","Part time employed","I prefer not to answer","Hungary","two",2,0,"No",FALSE
"16124","M",46,"Upper secondary (high school)","Full time employed","middle","Hungary","two",1,3,"Yes, in the next 12 months",TRUE
"16125","F",37,"Tertiary and higher (University degree or PhD)","Part time employed","I prefer not to answer","Hungary","three",2,3,"Yes, in the next 12 months",FALSE
"16126","F",23,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","three",3,0,"No",TRUE
"16127","M",25,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",2,5,"Yes, in the next 2 years",TRUE
"16128","M",29,"Upper secondary (high school)","Full time employed","lower middle","Hungary","four",1,0,"No",FALSE
"16129","M",43,"Upper secondary (high school)","Unemployed","lower middle","Hungary","more than five",1,2,"Yes, in the next 2 years",FALSE
"16130","M",50,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,0,"Yes, in the next 2 years",FALSE
"16131","F",42,"Tertiary and higher (University degree or PhD)","Other","low","Hungary","four",0,0,"Don’t know/no answer",FALSE
"16132","M",39,"Upper secondary (high school)","Full time employed","lower middle","Hungary","three",2,0,"No",TRUE
"16133","F",36,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","four",2,2,"Yes, in the next 6 months",FALSE
"16134","M",39,"Tertiary and higher (University degree or PhD)","Studying","low","Hungary","one (myself)",0,0,"Yes, in the next 2 years",FALSE
"16135","M",39,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,0,"Yes, in the next 12 months",TRUE
"16136","F",51,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",3,0,"Yes, in the next 2 years",TRUE
"16137","M",43,"Upper secondary (high school)","Full time employed","middle","Hungary","two",2,1,"Don’t know/no answer",FALSE
"16138","M",39,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","five",1,0,"Yes, in the next 12 months",TRUE
"16139","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",2,0,"Yes, in the next 6 months",TRUE
"16140","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","more than five",3,1,"Yes, in the next 2 years",TRUE
"16141","F",58,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","two",2,0,"No",FALSE
"16142","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",1,10,"No",FALSE
"16143","M",36,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","three",2,2,"Yes, in the next 6 months",TRUE
"16144","F",33,"Upper secondary (high school)","Part time employed","lower middle","Hungary","four",2,0,"No",FALSE
"16145","F",62,"Tertiary and higher (University degree or PhD)","Other","middle","Hungary","one (myself)",1,5,"No",FALSE
"16146","F",47,"Upper secondary (high school)","Part time employed","lower middle","Hungary","two",1,0,"Don’t know/no answer",FALSE
"16147","M",50,"Upper secondary (high school)","Full time employed","middle","Hungary","three",1,0,"No",TRUE
"16148","F",39,"Upper secondary (high school)","Full time employed","lower middle","Hungary","one (myself)",1,2,"Don’t know/no answer",FALSE
"16149","F",51,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",2,0,"Yes, in the next 2 years",FALSE
"16150","F",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",1,20,"Yes, in the next 12 months",FALSE
"16151","M",36,"Upper secondary (high school)","Full time employed","lower middle","Hungary","two",2,3,"No",FALSE
"16152","M",48,"Upper secondary (high school)","Part time employed","lower middle","Hungary","three",1,0,"Don’t know/no answer",FALSE
"16153","M",52,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,4,"Yes, in the next 2 years",TRUE
"16154","M",40,"Upper secondary (high school)","Full time employed","lower middle","Hungary","five",1,0,"Yes, in the next 2 years",FALSE
"16155","F",53,"Upper secondary (high school)","Part time employed","lower middle","Hungary","two",1,1,"Yes, in the next 2 years",TRUE
"16156","F",31,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","three",1,0,"Yes, in the next 2 years",FALSE
"16157","M",59,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",1,1,"Yes, in the next 2 years",TRUE
"16158","M",42,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","more than five",4,0,"No",TRUE
"16159","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",1,1,"Yes, in the next 6 months",TRUE
"16160","M",65,"Lower secondary (upper elementary school)","Retired","middle","Hungary","two",1,0,"Yes, in the next 2 years",TRUE
"16161","F",53,"Upper secondary (high school)","Full time employed","low","Hungary","one (myself)",1,2,"No",FALSE
"16162","F",40,"Upper secondary (high school)","Part time employed","I prefer not to answer","Hungary","three",1,0,"Yes, in the next 2 years",FALSE
"16163","F",56,"Tertiary and higher (University degree or PhD)","Retired","higher middle","Hungary","two",2,8,"Yes, in the next 2 years",TRUE
"16164","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","four",1,0,"No",TRUE
"16165","M",58,"Upper secondary (high school)","Retired","low","Hungary","two",1,4,"Yes, in the next 2 years",FALSE
"16166","M",47,"Tertiary and higher (University degree or PhD)","Full time employed","I prefer not to answer","Hungary","four",3,0,"No",TRUE
"16167","F",27,"Tertiary and higher (University degree or PhD)","Full time employed","high","Hungary","one (myself)",1,0,"Yes, in the next 6 months",FALSE
"16168","F",56,"Upper secondary (high school)","Full time employed","middle","Hungary","two",1,0,"Yes, in the next 2 years",TRUE
"16169","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,0,"Yes, in the next 12 months",FALSE
"16170","M",36,"Tertiary and higher (University degree or PhD)","Full time employed","I prefer not to answer","Hungary","four",1,3,"No",TRUE
"16171","F",44,"Upper secondary (high school)","Full time employed","middle","Hungary","three",1,4,"Yes, in the next 12 months",TRUE
"16172","M",49,"Upper secondary (high school)","Full time employed","low","Hungary","three",1,1,"Don’t know/no answer",TRUE
"16173","M",62,"Tertiary and higher (University degree or PhD)","Part time employed","higher middle","Hungary","two",2,2,"Yes, in the next 2 years",TRUE
"16174","F",38,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","four",1,0,"Yes, in the next 12 months",TRUE
"16175","M",52,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","one (myself)",1,1,"Yes, in the next 6 months",FALSE
"16176","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,1,"No",FALSE
"16177","M",53,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","one (myself)",1,0,"No",TRUE
